name	course	minutes	n_steps	ingredients	n_ingredients	calories	total_fat	sugar	sodium	protein	saturated_fat	carbohydrates	num_reviews	mean_rating	has_egg_subs	has_dairy_subs	has_margarine	has_meat_subs	has_yeast	has_mushroom	has_grain	has_corn	has_rice	has_gluten	has_noodle	has_pungent	has_nut	has_coconut	has_chocolate	has_coffee	has_seed	has_avocado	has_oil	has_olive	has_smoke	has_paste	has_peppercorn	has_curry	has_misc_spice	has_warm_spice	has_legume	has_pod	has_tofu	has_tuber	has_sweet_tuber	has_tapioca	has_potato	has_bulb	has_sprout	has_artichoke	has_herb	has_green	has_cabbage	has_lettuce	has_seaweed	has_tomato	has_eggplant	has_sweet_pepper	has_hot_pepper	has_squash	has_melon	has_cucumber	has_plantain	has_pome_fruit	has_stone_fruit	has_tropical_fruit	has_berry	has_sweet_fruit	has_citrus	has_vinegar	has_alcohol	has_complex_sugar	is_red	is_orange	is_yellow	is_green_light	is_green_dark	is_purple
lemon tahini dressing	7	5	4	['lemon juice', 'oil', 'tahini', 'soy sauce', 'water', 'garlic clove', 'salt and pepper']	7	281.1	42	3	21	7	18	2	5	4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
lemon vinaigrette dressing	7	15	3	['extra virgin olive oil', 'fresh lemon juice', 'fresh oregano', 'garlic cloves', 'sugar', 'fresh ground pepper', 'salt']	7	259.4	41	7	6	0	18	1	9	3.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
lemon dijon roasted brussels sprouts	2	30	6	['fresh brussels sprout', 'extra virgin olive oil', 'garlic powder', 'ground black pepper', 'dijon mustard', 'salt', 'juice of lemon']	7	85.4	6	11	9	8	2	3	5	4.8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
lemon garlic greens saute	2	25	5	['collard greens', 'kale', 'lemon juice', 'garlic', 'olive oil']	5	159.9	16	4	1	9	7	4	3	4.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
lemon garlic oregano dressing	7	10	2	['lemon', 'garlic', 'dried oregano', 'extra virgin olive oil', 'sea salt', 'fresh ground pepper']	6	1992.3	334	0	146	9	150	12	12	4.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
lemon herb grilled tofu vegan friendly		17	7	['extra firm tofu', 'olive oil', 'lemon juice', 'ground cumin', 'dried oregano', 'dijon-style mustard', 'garlic salt', 'lemon pepper']	8	655.7	98	9	1	38	47	2	3	4.67	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
lemon roasted asparagus	2	25	10	['asparagus', 'olive oil', 'lemon juice', 'salt', 'black pepper']	5	56.1	5	6	12	5	2	1	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
lemony baked tofu		75	11	['firm tofu', 'fresh lemon juice', 'soy sauce', 'olive oil', 'water', 'fresh cilantro', 'scallion', 'tabasco sauce', 'fresh rosemary', 'black pepper']	10	555.4	77	14	85	45	38	3	7	4.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
lemony black eyed pea and cilantro salad	5	120	3	['black-eyed peas', 'garlic', 'onions', 'tomatoes', 'cilantro', 'dried oregano', 'lemon juice', 'olive oil', 'salt', 'black pepper']	10	238	12	10	61	20	6	11	23	4.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
lemony carrot dip	2	20	2	['carrots', 'juice of lemon', 'cumin seeds', 'salt', 'fresh ground pepper']	5	61.9	2	17	3	3	0	3	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
lemony chickpea stir fry vegan and yum	1	15	9	['extra virgin olive oil', 'sea salt', 'onion', 'chickpeas', 'extra firm tofu', 'kale', 'zucchini', 'juice of lemon', 'lemon zest']	8	197.5	15	10	8	18	7	6	23	4.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
lemony green beans	2	15	5	['fresh green beans', 'red onion', 'garlic cloves', 'olive oil', 'juice of lemon', 'lemon zest', 'salt', 'black pepper']	7	111.9	10	12	24	4	4	4	15	4.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
lenten eggplant aubergine	2	40	8	['eggplants', 'vegetable oil', 'salt', 'onion', 'scallions', 'fresh dill', 'tomatoes', 'salt and pepper', 'flour', 'parsley', 'greek olives']	11	203.8	16	43	155	9	7	9	3	4.67	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
lenten lentils oaxacan style	1	75	12	['dried lentils', 'water', 'garlic', 'white onion', 'vegetable oil', 'plantain', 'unsweetened pineapple slices', 'tomatoes', 'clove', 'allspice']	10	277.4	6	71	0	22	3	17	5	4.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0
lentil	5	40	7	['lentils', 'shallot', 'green chilies', 'fresh chili peppers', 'fresh basil', 'fresh parsley', 'fresh lemon', 'salt', 'wine vinegar', 'olive oil', 'diced tomato']	11	192	16	15	6	13	7	6	3	4.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0
lentil barley soup	4	65	3	['lentils', 'pearl barley', 'vegetable stock', 'onion', 'garlic', 'carrots', 'celery ribs', 'oregano', 'ground cumin', 'black pepper', 'red pepper flakes', 'salt']	12	88.1	0	8	6	7	0	6	5	4.6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
lentil and couscous salad	5	35	10	['red onion', 'lemon juice', 'red wine vinegar', 'lentils', 'water', 'extra virgin olive oil', 'couscous', 'fresh parsley', 'mint', 'scallions', 'salt and pepper']	11	214.5	16	4	0	10	7	7	7	4.86	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1
lentil and spinach salad with onion cumin and garlic	5	55	17	['lentils', 'fresh bay leaf', 'celery', 'fresh thyme', 'olive oil', 'onions', 'cumin seeds', 'baby spinach', 'salt', 'fresh ground black pepper', 'fresh parsley', 'extra virgin olive oil', 'dijon mustard', 'red wine vinegar', 'garlic cloves', 'lemon zest']	16	209	25	7	3	10	11	4	6	4.5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
lentil and tomato soup	4	80	4	['olive oil', 'onions', 'garlic cloves', 'celery', 'red lentils', 'tomatoes', 'bay leaf', 'dried herbs', 'tomato paste', 'vegetable stock', 'salt and pepper']	11	333.7	8	27	4	40	4	18	4	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
lentil and vegetable stew	1	55	10	['oil', 'onion', 'garlic clove', 'potato', 'carrots', 'celery ribs', 'red lentils', 'canned tomatoes', 'tomato puree', 'bay leaf', 'oregano', 'vegetable stock']	12	124.5	3	9	2	13	1	7	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
lentil and wild rice loaf	1	120	13	['lentils', 'brown rice', 'wild rice', 'vegetable broth', 'olive oil', 'red onion', 'garlic cloves', 'carrot', 'broccoli', 'cashews', 'basil', 'salt and pepper']	12	279.9	16	15	4	19	9	12	7	4.57	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
lentil bolognese	1	30	3	['onion', 'garlic cloves', 'carrots', 'celery', 'olive oil', 'red lentil', 'chopped tomatoes', 'tomato paste', 'vegetable stock', 'italian herb seasoning', 'salt', 'ground black pepper']	12	254.1	17	26	4	20	8	10	4	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
lentil bolognese for pasta		65	8	['water', 'brown lentils', 'olive oil', 'onions', 'garlic', 'carrot', 'celery', 'tomatoes', 'oregano', 'salt & pepper']	10	302.3	12	39	2	30	5	15	3	4.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
lentil curry	1	55	14	['lentils', 'vegetable stock', 'onion', 'garlic cloves', 'carrots', 'celery ribs', 'cabbage', 'diced tomatoes', 'curry powder', 'fresh cilantro', 'salt and pepper']	11	118.8	1	31	2	13	0	7	14	4.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
lentil pancakes with berries	8	20	12	['split yellow lentils', 'sea salt', 'water', 'baking powder', 'oil', 'berries']	6	401.3	12	7	39	49	5	19	3	3.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
lentil quinoa salad	5	35	12	['quinoa', 'water', 'lentils', 'dijon mustard', 'red wine vinegar', 'canola oil', 'garlic powder', 'lime', 'salt and black pepper', 'green onions', 'fresh cilantro']	11	237.7	23	3	0	11	5	7	6	4.67	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0
lentil rice and veggie bake		75	13	['long-grain white rice', 'water', 'red lentil', 'vegetable oil', 'onion', 'garlic cloves', 'fresh tomato', 'celery', 'carrot', 'zucchini', 'tomato sauce', 'dried basil', 'dried oregano', 'ground cumin', 'salt and pepper']	15	304.2	4	19	13	30	2	18	5	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
lentil rice dish mujadarah arabic dish		35	8	['lentils', 'basmati rice', 'water', 'salt', 'black pepper', 'cumin', 'olive oil', 'onions']	8	266.4	22	16	0	13	10	9	9	4.11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lentil rice pilaf	2	60	16	['dried lentils', 'long-grain rice', 'green beans', 'green onions with tops', 'carrot', 'shallot', 'minced ginger', 'olive oil', 'salt']	9	268.8	6	5	24	15	2	16	3	4.67	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
lentil salad in olive oil with egyptian spices	5	40	9	['olive oil', 'garlic cloves', 'cumin seeds', 'coriander seeds', 'cardamom seeds', 'ground fenugreek', 'dried brown lentils', 'salt', 'fresh ground black pepper']	9	200.7	14	2	0	17	6	6	7	4.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lentil salad italiano	5	35	7	['lentils', 'water', 'bay leaf', 'oil', 'wine vinegar', 'onion', 'carrot', 'pimientos', 'dried basil', 'garlic powder']	10	88.8	7	6	0	6	3	3	4	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
lentil salad with tomatoes dill and basil	5	45	6	['water', 'table salt', 'french lentils', 'tomatoes', 'green onions', 'red onion', 'red bell pepper', 'fresh dill', 'fresh basil', 'red wine vinegar', 'olive oil', 'kosher salt', 'fresh black pepper']	13	289.2	20	16	22	24	9	10	10	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1
lentil salad 4 traditional variations	5	45	13	['brown lentils', 'water', 'bay leaf', 'fresh lemon juice', 'fresh parsley', 'salt', 'ground black pepper', 'garlic clove', 'ground cumin', 'extra virgin olive oil', 'red onions', 'tomatoes']	12	496.9	38	13	16	40	17	16	14	4.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1
lentil soup for students	4	32	15	['red lentils', 'vegetable stock cubes', 'onion', 'garlic cloves', 'olive oil']	5	291.1	2	1	0	41	1	16	6	4.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lentil soup with spinach and lemon ads bi hamud	4	70	7	['green lentils', 'salt', 'fresh ground black pepper', 'spinach', 'onions', 'oil', 'garlic cloves', 'plain flour', 'juice of lemon']	9	366.5	16	15	5	43	6	16	5	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
lentil soup with wine	4	75	4	['lentils', 'tomato sauce', 'tomatoes with juice', 'vegetable broth', 'celery', 'onion', 'garlic', 'fresh oregano', 'fresh thyme', 'fresh basil', 'salt and black pepper', 'red wine', 'olive oil']	13	86.1	2	16	12	9	1	4	5	3.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
lentil sprout and bulgur salad	5	30	9	['cucumber', 'bulgar wheat', 'capers', 'lentil sprouts', 'scallions', 'tomatoes', 'flat leaf parsley', 'extra virgin olive oil', 'lemon juice', 'salt', 'black pepper', 'bibb lettuce']	12	504.4	53	28	60	23	24	15	6	4.33	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0
lentil tomato soup	4	60	9	['olive oil', 'onion', 'garlic', 'white wine', 'dried basil', 'dried oregano', 'dried marjoram', 'water', 'lentils', 'diced tomatoes', 'spinach', 'sea salt']	12	189	3	31	7	17	1	10	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
lentil chickpea vegetable curry	1	45	7	['vegetable oil', 'onion', 'pumpkin', 'garlic clove', 'curry powder', 'red lentil', 'vegetable stock', 'chickpeas', 'zucchini', 'cauliflower florets', 'salt and pepper', 'fresh coriander']	12	261.7	6	17	9	27	3	15	7	4.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
lentil corn and sweet pepper chilli ww 5 points	1	50	7	['extra virgin olive oil', 'onion', 'crushed tomatoes', 'vegetable stock', 'dry lentils', 'corn', 'red pepper', 'green chilies', 'ground cumin', 'ground coriander', 'salt', 'coriander']	12	302.1	5	26	15	34	2	18	7	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
lentil apple soup	4	75	10	['oil', 'leeks', 'water', 'unsweetened apple juice', 'lentils', 'celery ribs', 'onion', 'cloves', 'bay leaf', 'apples', 'salt']	11	133.4	5	42	13	8	2	7	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
lentil barley shepherd s pie		110	12	['water', 'lentils', 'barley', 'carrot', 'onion', 'canned tomato', 'garlic clove', 'flour', 'herbes de provence', 'parsley', 'salt and pepper', 'potatoes']	12	224.6	1	20	4	15	0	16	4	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
lentil grain burgers my kids will eat	9	75	9	['brown rice', 'barley', 'dried lentils', 'water', 'carrot', 'onion', 'celery', 'dried oregano', 'cayenne pepper', 'garlic powder', 'paprika', 'salt']	12	91.2	0	3	6	7	0	6	14	3.36	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
lentil veggie soup crock pot	4	735	4	['dry lentils', 'carrots', 'celery', 'onions', 'garlic cloves', 'dried basil', 'dried oregano', 'dried thyme', 'dried parsley', 'bay leaves', 'vegetable broth', 'water', 'diced tomatoes', 'fresh ground black pepper']	14	162.6	1	24	2	19	0	10	45	3.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
lentil walnut spread	3	50	13	['lentils', 'walnut halves', 'olive oil', 'garlic clove', 'salt', 'spinach', 'vegetable broth', 'ground cumin', 'ground coriander']	9	198.8	20	5	19	15	7	4	7	4.86	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
lentils with spinach	1	45	11	['spinach', 'onion', 'vegetable oil', 'garlic cloves', 'lentils', 'salt', 'ground cumin', 'pepper']	8	159.6	18	6	17	9	7	3	3	4.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
lentils with sweet potatoes	1	45	12	['sweet potatoes', 'onion', 'lentils', 'water', 'curry powder', 'salt', 'pepper']	7	86.3	0	12	1	7	0	5	8	4.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
liberian sweet potato pone	2	50	5	['sweet potatoes', 'molasses', 'ground ginger', 'baking powder', 'salt', 'vegetable oil']	6	1978.9	112	815	141	13	48	112	4	3.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
libyan lentil soup	4	70	8	['lentils', 'water', 'garlic cloves', 'carrots', 'onion', 'tomatoes', 'cumin', 'salt', 'onions', 'olive oil', 'lemons']	11	262.5	16	30	74	21	7	11	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0
lickety split cajun boiled peanuts	10	1445	5	['peanuts', 'water', 'salt', 'red peppers', 'garlic', 'soy sauce']	6	214.5	28	6	48	19	12	2	6	4.5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
light spinach pasta with tofu	1	45	15	['fresh spinach', 'pasta', 'firm tofu', 'onion', 'garlic cloves', 'oil', 'red pepper powder', 'salt']	8	194.7	9	12	0	14	4	9	10	4.7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
light vegetable broth	4	60	3	['water', 'onion', 'carrot', 'celery ribs', 'potato', 'white cabbage', 'salt', 'italian herb seasoning']	8	49.2	0	11	1	2	0	3	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
lighter cajun red beans and rice	1	51	8	['onion', 'garlic cloves', 'canned red kidney beans', 'low-sodium tomato sauce', 'green bell peppers', 'dried oregano', 'dried thyme', 'hot pepper sauce', 'brown rice', 'fresh chives']	10	384.6	3	18	21	27	2	25	4	4.5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
like starbucks blueberry raspberry scones	6	40	7	['all-purpose flour', 'quick oats', 'baking soda', 'baking powder', 'salt', 'vegan sugar', 'vegan butter', 'lemon juice', 'soymilk', 'frozen blueberries']	10	311.7	2	134	11	11	1	23	5	3.8	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
lima bean spread	9	260	4	['lima beans', 'lemon juice', 'garlic', 'red onions', 'dried cilantro', 'parsley', 'ground cumin', 'cayenne pepper', 'black pepper']	9	73.5	0	2	9	8	0	4	11	4.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
lime and chili pita chips	10	15	5	['pita breads', 'extra virgin olive oil', 'lime zest', 'chili flakes']	4	186.8	4	3	13	11	2	11	9	4.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
