name	id	n_ingredients	serving_size_g	n_servings	calories	calories_per_g	total_fat_pdv	total_fat_g	total_fat_pct	sugar_pdv	sugar_g	sugar_pct	sodium_pdv	sodium_g	sodium_pct	protein_pdv	protein_g	protein_pct	saturated_fat_pdv	saturated_fat_g	saturated_fat_pct	carbohydrates_pdv	carbohydrates_g	carbohydrates_pct	ingredients	num_reviews	mean_rating	contributor_id	course	is_main_dish	is_side_dish	is_salad	is_soup	is_appetizer	is_sauce_or_garnish	has_egg_subs	has_dairy_subs	has_margarine	has_meat_subs	has_yeast	has_mushroom	has_grain	has_corn	has_rice	has_noodle	has_pungent	has_nut	has_seed	has_avocado	has_oil	has_olive	has_paste	has_peppercorn	has_curry	has_misc_spice	has_warm_spice	has_legume	has_pod	has_tofu	has_tuber	has_sweet_tuber	has_potato	has_bulb	has_sprout	has_herb	has_green	has_cabbage	has_lettuce	has_tomato	has_eggplant	has_sweet_pepper	has_hot_pepper	has_squash	has_cucumber	has_pome_fruit	has_stone_fruit	has_tropical_fruit	has_berry	has_sweet_fruit	has_citrus	has_vinegar	has_alcohol	has_complex_sugar	is_red	is_orange	is_yellow	is_green_light	is_green_dark	is_purple
maple or honey pan roasted green beans	91568	4	49	4	100.5	2.051020	5	3.25	0.0663265	51	25.5	0.520408	12	0.288	0.00587755	2	1	0.0204082	1	0.2	0.00408163	5	15	0.306122	['maple syrup', 'canola oil', 'green beans', 'salt']	3	4.67	113170	appetizer					y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
maple roasted root vegetables	52258	8	179	6	295.9	1.653073	27	17.55	0.0980447	63	31.5	0.175978	1	0.024	0.00013408	4	2	0.0111732	12	2.4	0.01340782	10	30	0.167598	['yukon gold potatoes', 'sweet potato', 'parsnips', 'beets', 'sweet onions', 'olive oil', 'maple syrup', 'garlic']	22	4.41	2310	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0
maple white bean bake	204213	9	200	10	248.9	1.244500	2	1.3	0.0065000	55	27.5	0.1375	5	0.120	0.00060000	22	11	0.0550000	1	0.2	0.00100000	16	48	0.240000	['olive oil', 'onion', 'garlic cloves', 'white beans', 'vegetarian baked beans', 'maple syrup', 'dried thyme', 'ground ginger', 'white pepper']	6	4.5	425105	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
maple baked root vegetables	271432	7	92	4	122.1	1.327174	10	6.5	0.0706522	31	15.5	0.168478	1	0.024	0.00026087	2	1	0.0108696	4	0.8	0.00869565	5	15	0.163043	['carrot', 'shallots', 'parsnips', 'turnips', 'olive oil', 'maple syrup', 'kosher salt']	4	4.75	476359	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
maple balsamic vinaigrette	19534	6	17	5	61.6	3.623529	8	5.2	0.3058824	10	5	0.294118	1	0.024	0.00141176	0	0	0.0000000	3	0.6	0.03529412	0	0	0.000000	['olive oil', 'balsamic vinegar', 'pure maple syrup', 'grainy mustard', 'salt', 'black pepper']	5	3.6	23302	salad			y				0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
maple marinated tempeh	215026	8	197	4	488.9	2.481726	54	35.1	0.1781726	67	33.5	0.170051	85	2.040	0.01035533	36	18	0.0913706	27	5.4	0.02741117	9	27	0.137056	['tempeh', 'olive oil', 'tamari', 'apple cider vinegar', 'maple syrup', 'ground cumin', 'ground red chili pepper', 'paprika']	7	4.29	330060	main	y						0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
mar a lago pear chutney	303964	5	45	6	33.5	0.744444	0	0	0.0000000	27	13.5	0.3	16	0.384	0.00853333	0	0	0.0000000	0	0	0.00000000	2	6	0.133333	['anjou pear', 'cinnamon', 'sea salt', 'chutney', 'dried currants']	3	3.33	324390	sauce_garnish						y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
marie s chikin nuggets	187274	9	505	1	22.7	0.044950	1	0.65	0.0012871	2	1	0.00198	0	0.000	0.00000000	3	1.5	0.0029703	0	0	0.00000000	0	0	0.000000	['extra firm tofu', 'dried thyme', 'nutritional yeast', 'lemon juice', 'onion powder', 'soymilk', 'corn flakes', 'whole wheat breadcrumbs', 'salt and pepper']	5	4	212049	main	y						0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
marinade for veggies 1	320244	6	48	4	135	2.812500	20	13	0.2708333	13	6.5	0.135417	0	0.000	0.00000000	0	0	0.0000000	9	1.8	0.03750000	1	3	0.062500	['olive oil', 'dry vermouth', 'light brown sugar', 'garlic cloves', 'salt', 'hot pepper sauce']	3	5	502302	appetizer		y			y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
marinated broccoli carrots	19973	7	82	4	90.5	1.103659	11	7.15	0.0871951	8	4	0.04878	8	0.192	0.00234146	3	1.5	0.0182927	2	0.4	0.00487805	1	3	0.036585	['garlic clove', 'fresh gingerroot', 'canola oil', 'rice vinegar', 'soy sauce', 'broccoli', 'carrots']	8	4.63	3288	salad		y	y				0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
marinated broccoli slaw	432341	10	82	6	301.1	3.671951	37	24.05	0.2932927	76	38	0.463415	25	0.600	0.00731707	1	0.5	0.0060976	15	3	0.03658537	6	18	0.219512	['broccoli', 'white vinegar', 'salt', 'garlic powder', 'black pepper', 'brown sugar', 'soy sauce', 'prepared mustard', 'white sugar', 'vegetable oil']	3	3.33	1250245	salad		y	y				0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
marinated chickpea salad	35209	14	100	8	140	1.400000	9	5.85	0.0585000	6	3	0.03	12	0.288	0.00288000	6	3	0.0300000	3	0.6	0.00600000	6	18	0.180000	['canned chickpeas', 'corn', 'red onion', 'carrot', 'celery', 'vegetable oil', 'paprika', 'cider vinegar', 'white vinegar', 'garlic', 'dry mustard', 'salt', 'vegan sugar', 'pepper']	13	4.77	37636	salad			y				0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1
marinated cucumbers	153084	8	421	6	325	0.771971	0	0	0.0000000	292	146	0.346793	32	0.768	0.00182423	4	2	0.0047506	0	0	0.00000000	26	78	0.185273	['cucumbers', 'green bell pepper', 'lemon zest', 'onions', 'white vinegar', 'sugar', 'celery seeds', 'salt']	8	5	163112	salad			y				0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0
marinated fennel	74183	4	134	4	194.8	1.453731	28	18.2	0.1358209	0	0	0	2	0.048	0.00035821	2	1	0.0074627	12	2.4	0.01791045	2	6	0.044776	['fennel bulb', 'lemon juice', 'salt & freshly ground black pepper', 'olive oil']	9	4.33	19166	salad			y		y		0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
marinated green beans	179661	9	165	4	165.7	1.004242	11	7.15	0.0433333	60	30	0.181818	12	0.288	0.00174545	6	3	0.0181818	5	1	0.00606061	7	21	0.127273	['green beans', 'sweet onions', 'balsamic vinegar', 'white vinegar', 'garlic clove', 'sugar', 'extra virgin olive oil', 'salt', 'pepper']	6	4.83	147706	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
marinated green olives	165464	7	20	10	53.1	2.655000	7	4.55	0.2275000	0	0	0	19	0.456	0.02280000	1	0.5	0.0250000	3	0.6	0.03000000	1	3	0.150000	['green olives in brine', 'fresh rosemary', 'fennel seeds', 'peppercorn', 'dried chilies', 'preserved lemons', 'olive oil']	4	5	305946	salad			y				0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
marinated green olives chakistes kibrisli style	259500	6	286	1	2.8	0.009790	0	0	0.0000000	0	0	0	0	0.000	0.00000000	0	0	0.0000000	0	0	0.00000000	0	0	0.000000	['green olives', 'extra virgin olive oil', 'garlic cloves', 'juice of lemon', 'coriander seeds', 'red chili pepper flakes']	7	5	223854	appetizer					y		0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
marinated hearts of palm salad	308190	10	497	4	338.1	0.680282	31	20.15	0.0405433	16	8	0.016097	42	1.008	0.00202817	23	11.5	0.0231388	14	2.8	0.00563380	12	36	0.072435	['garlic clove', 'extra virgin olive oil', 'white wine vinegar', 'dijon mustard', 'salt and pepper', 'hearts of palm', 'artichoke hearts', 'grape tomatoes', 'fresh parsley', 'mesclun']	7	4.71	382071	salad			y				0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0
marinated lentil salad	13873	13	262	8	188	0.717557	8	5.2	0.0198473	8	4	0.015267	6	0.144	0.00054962	19	9.5	0.0362595	3	0.6	0.00229008	8	24	0.091603	['fresh lemon juice', 'red wine vinegar', 'olive oil', 'salt', 'sugar', 'black pepper', 'parsnip', 'carrot', 'boiling water', 'dried lentils', 'celery', 'green onion', 'fresh parsley']	3	4	21752	salad	y	y	y		y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0
marinated onions	22391	9	99	8	281.3	2.841414	41	26.65	0.2691919	25	12.5	0.126263	0	0.000	0.00000000	0	0	0.0000000	17	3.4	0.03434343	2	6	0.060606	['vidalia onions', 'vegetable oil', 'white vinegar', 'superfine sugar', 'pepper', 'garlic powder', 'dried parsley flakes', 'dried oregano', 'spices']	18	4.83	23302	salad		y	y				0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
marinated potato and green bean salad	56369	9	277	3	514.5	1.857401	56	36.4	0.1314079	26	13	0.046931	25	0.600	0.00216606	12	6	0.0216606	25	5	0.01805054	14	42	0.151625	['baby red potato', 'fresh green beans', 'red sweet bell pepper', 'sweet onions', 'red wine vinegar', 'kosher salt', 'dijon mustard', 'olive oil', 'garlic']	30	4.73	57256	salad			y				0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
marinated tofu	283135	6	105	4	117.8	1.121905	7	4.55	0.0433333	27	13.5	0.128571	42	1.008	0.00960000	23	11.5	0.1095238	4	0.8	0.00761905	3	9	0.085714	['firm tofu', 'apple juice', 'soy sauce', 'fresh ginger', 'malt syrup', 'sesame oil']	3	5	686329	main	y						0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
marinated tofu for meat eaters who hate tofu	133469	4	157	2	312.8	1.992357	23	14.95	0.0952229	5	2.5	0.015924	1	0.024	0.00015287	38	19	0.1210191	13	2.6	0.01656051	9	27	0.171975	['extra firm tofu', 'marinade', 'flour', 'oil']	27	3.44	142151	main	y						0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
marinated tomato slices marinierte tomaten	117902	10	80	6	76.5	0.956250	10	6.5	0.0812500	10	5	0.0625	8	0.192	0.00240000	1	0.5	0.0062500	4	0.8	0.01000000	1	3	0.037500	['olive oil', 'lemon juice', 'ground cumin', 'salt', 'fresh ground black pepper', 'sugar', 'turmeric', 'tomatoes', 'green onion', 'parsley']	6	5	177443	salad			y				0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0
marinated veggie kebabs	9020	12	298	6	144.8	0.485906	11	7.15	0.0239933	35	17.5	0.058725	1	0.024	0.00008054	6	3	0.0100671	5	1	0.00335570	6	18	0.060403	['bell peppers', 'eggplants', 'button mushrooms', 'yellow onions', 'balsamic vinegar', 'dijon mustard', 'rosemary', 'oregano', 'garlic', 'olive oil', 'salt', 'cracked pepper']	5	4.8	9121	main	y						0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
marinated walla walla sweet and red onion rings	186720	9	192	4	100.1	0.521354	0	0	0.0000000	76	38	0.197917	12	0.288	0.00150000	1	0.5	0.0026042	0	0	0.00000000	7	21	0.109375	['white vinegar', 'water', 'sugar', 'cinnamon stick', 'salt', 'whole cloves', 'ground allspice', 'walla walla onion', 'red onion']	5	4.6	107583	salad			y		y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
maroulosalata lettuce salad	188356	7	281	4	282.4	1.004982	42	27.3	0.0971530	14	7	0.024911	0	0.000	0.00000000	5	2.5	0.0088968	19	3.8	0.01352313	3	9	0.032028	['romaine lettuce', 'scallions', 'cucumber', 'dill', 'olive oil', 'lemon juice', 'salt']	3	4.67	357660	salad			y				0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
masala mustard greens patties	199485	18	201	4	169.7	0.844279	8	5.2	0.0258706	11	5.5	0.027363	7	0.168	0.00083582	12	6	0.0298507	3	0.6	0.00298507	9	27	0.134328	['mustard greens', 'potatoes', 'oil', 'cumin seeds', 'green onions', 'garlic paste', 'jalapeno', 'frozen peas', 'mango powder', 'ginger powder', 'salt', 'pepper', 'garbanzo flour', 'white poppy seeds', 'cooking spray', 'cumin powder', 'coriander powder', 'paprika']	3	4.67	231137	main	y						0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
masala winter squash	161788	10	296	4	159.8	0.539865	11	7.15	0.0241554	27	13.5	0.045608	0	0.000	0.00000000	5	2.5	0.0084459	3	0.6	0.00202703	8	24	0.081081	['onion', 'garlic cloves', 'dried chilies', 'canola oil', 'salt and pepper', 'curry powder', 'chopped tomato', 'water', 'winter squash', 'lime']	3	4	67656	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
masala spiced chickpeas	328056	11	207	6	275.3	1.329952	16	10.4	0.0502415	9	4.5	0.021739	29	0.696	0.00336232	15	7.5	0.0362319	6	1.2	0.00579710	12	36	0.173913	['ground coriander', 'ground cumin', 'cayenne pepper', 'ground turmeric', 'oil', 'onions', 'chickpeas', 'black pepper', 'salt', 'fresh lemon juice', 'fresh cilantro']	6	5	340141	main	y						0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mashed banana fritters	337687	8	91	4	143.2	1.573626	8	5.2	0.0571429	37	18.5	0.203297	5	0.120	0.00131868	3	1.5	0.0164835	3	0.6	0.00659341	7	21	0.230769	['bananas', 'flour', 'rice flour', 'baking powder', 'baking soda', 'salt', 'sugar', 'oil']	5	5	1024982	appetizer					y		0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mashed brown potatoes	179150	6	168	1	216.2	1.286905	15	9.75	0.0580357	9	4.5	0.026786	19	0.456	0.00271429	6	3	0.0178571	8	1.6	0.00952381	9	27	0.160714	['mashed potatoes', 'flour', 'parsley', 'garlic powder', 'salt and pepper', 'olive oil']	9	4.33	258285	side		y					0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mashed chick peas garbanzo beans	422157	6	110	4	132.7	1.206364	2	1.3	0.0118182	0	0	0	13	0.312	0.00283636	10	5	0.0454545	0	0	0.00000000	8	24	0.218182	['chickpeas', 'vegan mayonnaise', 'yellow mustard', 'paprika', 'lemon juice', 'salt and pepper']	3	5	1317616	side		y					1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mashed potato stuffed bell peppers	55967	8	439	4	233	0.530752	12	7.8	0.0177677	49	24.5	0.055809	40	0.960	0.00218679	11	5.5	0.0125285	6	1.2	0.00273349	12	36	0.082005	['bell peppers', 'red onion', 'red pepper', 'olive oil', 'salt & freshly ground black pepper', 'fresh chives', 'mashed potatoes', 'tomato sauce']	3	4.67	39410	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
matthan erisheri south indian pumpkin and lentil stew	56400	11	105	4	189.2	1.801905	13	8.45	0.0804762	9	4.5	0.042857	0	0.000	0.00000000	15	7.5	0.0714286	31	6.2	0.05904762	7	21	0.200000	['dried lentils', 'pumpkin', 'salt', 'turmeric', 'coconut', 'red chile', 'cumin seeds', 'oil', 'mustard seeds', 'urad dal', 'curry leaves']	6	3.17	12657	main	y						0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
mbaazi wa nazi pigeon peas in coconut milk	140780	7	172	4	931.3	5.414535	39	25.35	0.1473837	310	155	0.901163	3	0.072	0.00041860	53	26.5	0.1540698	116	23.2	0.13488372	51	153	0.889535	['pigeon peas', 'coconut milk', 'oil', 'onion', 'jalapeno', 'curry powder', 'salt']	7	4.86	163112	main	y						0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mc dugan s mc donald s mc nugget mc mustard sauce	132181	10	429	1	774.6	1.805594	31	20.15	0.0469697	221	110.5	0.257576	55	1.320	0.00307692	11	5.5	0.0128205	10	2	0.00466200	49	147	0.342657	['water', 'corn syrup', 'white vinegar', 'dried mustard', 'cornstarch', 'sugar', 'vegetable oil', 'turmeric', 'salt', 'habanero sauce']	6	5	183964	sauce_garnish						y	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
mdardara lentil and rice pilaf	115812	6	321	6	327	1.018692	15	9.75	0.0303738	8	4	0.012461	0	0.000	0.00000000	21	10.5	0.0327103	7	1.4	0.00436137	16	48	0.149533	['red lentil', 'rice', 'onions', 'olive oil', 'water', 'salt and pepper']	4	3.75	190230	side		y					0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mediterranean artichoke pasta salad	111607	10	223	4	647.4	2.903139	54	35.1	0.1573991	26	13	0.058296	30	0.720	0.00322870	36	18	0.0807175	39	7.8	0.03497758	22	66	0.295964	['tortellini', 'artichoke heart', 'fresh lemon juice', 'oil-cured olives', 'parsley', 'roma tomatoes', 'radicchio', 'balsamic vinegar', 'extra virgin olive oil', 'fresh basil leaf']	3	4.33	190858	salad			y		y		0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1
mediterranean artichoke stew	393268	10	419	3	459.1	1.095704	31	20.15	0.0480907	9	4.5	0.01074	19	0.456	0.00108831	23	11.5	0.0274463	14	2.8	0.00668258	20	60	0.143198	['red potatoes', 'frozen artichoke hearts', 'chickpeas', 'extra virgin olive oil', 'lemon', 'water', 'ground cumin', 'paprika', 'cayenne pepper', 'salt and black pepper']	4	4.75	1404811	main	y						0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
mediterranean chopped salad	131024	8	112	4	87.7	0.783036	12	7.8	0.0696429	8	4	0.035714	3	0.072	0.00064286	2	1	0.0089286	5	1	0.00892857	1	3	0.026786	['tomatoes', 'english cucumber', 'scallion', 'fresh parsley', 'kalamata olives', 'extra virgin olive oil', 'white wine vinegar', 'salt and pepper']	4	5	182809	salad			y				0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0
mediterranean kalamata hummus	131988	11	124	4	357.7	2.884677	38	24.7	0.1991935	5	2.5	0.020161	24	0.576	0.00464516	16	8	0.0645161	16	3.2	0.02580645	9	27	0.217742	['garbanzo beans', 'tahini', 'garlic cloves', 'fresh lemon juice', 'cayenne', 'olive oil', 'kalamata olives', 'capers', 'red bell pepper', 'ground cumin', 'fresh parsley']	20	4.8	169969	appetizer					y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
mediterranean lentil salad	58235	16	370	4	362	0.978378	29	18.85	0.0509459	16	8	0.021622	5	0.120	0.00032432	27	13.5	0.0364865	13	2.6	0.00702703	11	33	0.089189	['brown lentils', 'water', 'bay leaves', 'dried thyme', 'garlic', 'sun-dried tomato', 'boiling water', 'celery', 'red bell pepper', 'red onion', 'fresh parsley', 'olive oil', 'red wine vinegar', 'ground fennel', 'dijon mustard', 'salt and pepper']	3	4.67	37779	salad			y				0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
mediterranean lentil soup	235987	11	382	6	136.3	0.356806	4	2.6	0.0068063	12	6	0.015707	16	0.384	0.00100524	16	8	0.0209424	1	0.2	0.00052356	7	21	0.054974	['lentils', 'water', 'onion', 'extra virgin olive oil', 'bell pepper', 'salt', 'ground black pepper', 'cumin', 'fresh cilantro', 'garlic cloves', 'fresh lime juice']	4	4.75	500503	soup	y			y			0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
mediterranean lentil soup with spinach	82509	11	143	6	184.1	1.287413	1	0.65	0.0045455	16	8	0.055944	2	0.048	0.00033566	23	11.5	0.0804196	1	0.2	0.00139860	11	33	0.230769	['green lentils', 'onions', 'celery ribs', 'carrots', 'potato', 'garlic', 'cumin seeds', 'lemon zest', 'vegetable broth', 'frozen chopped spinach', 'lemon juice']	3	3	37636	soup				y			0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0
mediterranean lentils	244258	7	77	6	254.1	3.300000	19	12.35	0.1603896	4	2	0.025974	1	0.024	0.00031169	22	11	0.1428571	8	1.6	0.02077922	8	24	0.311688	['dried brown lentils', 'water', 'baby spinach leaves', 'olive oil', 'fresh lemon juice', 'dried mint', 'salt and pepper']	8	3.88	512309	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
mediterranean lima beans	107912	8	579	4	510	0.880829	13	8.45	0.0145941	35	17.5	0.030225	6	0.144	0.00024870	48	24	0.0414508	6	1.2	0.00207254	29	87	0.150259	['extra virgin olive oil', 'onions', 'garlic', 'dried oregano', 'ground cinnamon', 'crushed red pepper flakes', 'diced tomatoes', 'frozen baby lima beans']	6	4.5	67026	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
